stock,5,10,15,20
300601.SZ,300601.SZ,300601.SZ,300601.SZ,300601.SZ
300602.SZ,300602.SZ,300602.SZ,300602.SZ,300602.SZ
300603.SZ,300603.SZ,300603.SZ,300603.SZ,300603.SZ
300604.SZ,300604.SZ,300604.SZ,300604.SZ,300604.SZ
300605.SZ,300605.SZ,300605.SZ,300605.SZ,300605.SZ
300606.SZ,300606.SZ,300606.SZ,300606.SZ,300606.SZ
300607.SZ,300607.SZ,300607.SZ,300607.SZ,300607.SZ
300608.SZ,300608.SZ,300608.SZ,300608.SZ,300608.SZ
300609.SZ,300609.SZ,300609.SZ,300609.SZ,300609.SZ
300610.SZ,300610.SZ,300610.SZ,300610.SZ,300610.SZ
300611.SZ,300611.SZ,300611.SZ,300611.SZ,300611.SZ
300612.SZ,300612.SZ,300612.SZ,300612.SZ,300612.SZ
300613.SZ,300613.SZ,300613.SZ,300613.SZ,300613.SZ
300615.SZ,300615.SZ,300615.SZ,300615.SZ,300615.SZ
300616.SZ,300616.SZ,300616.SZ,300616.SZ,300616.SZ
300617.SZ,300617.SZ,300617.SZ,300617.SZ,300617.SZ
300618.SZ,300618.SZ,300618.SZ,300618.SZ,300618.SZ
300619.SZ,300619.SZ,300619.SZ,300619.SZ,300619.SZ
300620.SZ,300620.SZ,300620.SZ,300620.SZ,300620.SZ
300621.SZ,300621.SZ,300621.SZ,300621.SZ,300621.SZ
300622.SZ,300622.SZ,300622.SZ,300622.SZ,300622.SZ
300623.SZ,300623.SZ,300623.SZ,300623.SZ,300623.SZ
300624.SZ,300624.SZ,300624.SZ,300624.SZ,300624.SZ
300625.SZ,300625.SZ,300625.SZ,300625.SZ,300625.SZ
300626.SZ,300626.SZ,300626.SZ,300626.SZ,300626.SZ
300627.SZ,300627.SZ,300627.SZ,300627.SZ,300627.SZ
300628.SZ,300628.SZ,300628.SZ,300628.SZ,300628.SZ
300629.SZ,300629.SZ,300629.SZ,300629.SZ,300629.SZ
300630.SZ,300630.SZ,300630.SZ,300630.SZ,300630.SZ
300631.SZ,300631.SZ,300631.SZ,300631.SZ,300631.SZ
300632.SZ,300632.SZ,300632.SZ,300632.SZ,300632.SZ
300633.SZ,300633.SZ,300633.SZ,300633.SZ,300633.SZ
300634.SZ,300634.SZ,300634.SZ,300634.SZ,300634.SZ
300635.SZ,300635.SZ,300635.SZ,300635.SZ,300635.SZ
300636.SZ,300636.SZ,300636.SZ,300636.SZ,300636.SZ
300637.SZ,300637.SZ,300637.SZ,300637.SZ,300637.SZ
300638.SZ,300638.SZ,300638.SZ,300638.SZ,300638.SZ
300639.SZ,300639.SZ,300639.SZ,300639.SZ,300639.SZ
300640.SZ,300640.SZ,300640.SZ,300640.SZ,300640.SZ
300641.SZ,300641.SZ,300641.SZ,300641.SZ,300641.SZ
300642.SZ,300642.SZ,300642.SZ,300642.SZ,300642.SZ
300643.SZ,300643.SZ,300643.SZ,300643.SZ,300643.SZ
300644.SZ,300644.SZ,300644.SZ,300644.SZ,300644.SZ
300645.SZ,300645.SZ,300645.SZ,300645.SZ,300645.SZ
300647.SZ,300647.SZ,300647.SZ,300647.SZ,300647.SZ
300648.SZ,300648.SZ,300648.SZ,300648.SZ,300648.SZ
300649.SZ,300649.SZ,300649.SZ,300649.SZ,300649.SZ
300650.SZ,300650.SZ,300650.SZ,300650.SZ,300650.SZ
300651.SZ,300651.SZ,300651.SZ,300651.SZ,300651.SZ
300652.SZ,300652.SZ,300652.SZ,300652.SZ,300652.SZ
300653.SZ,300653.SZ,300653.SZ,300653.SZ,300653.SZ
300654.SZ,300654.SZ,300654.SZ,300654.SZ,300654.SZ
300655.SZ,300655.SZ,300655.SZ,300655.SZ,300655.SZ
300656.SZ,300656.SZ,300656.SZ,300656.SZ,300656.SZ
300657.SZ,300657.SZ,300657.SZ,300657.SZ,300657.SZ
300658.SZ,300658.SZ,300658.SZ,300658.SZ,300658.SZ
300659.SZ,300659.SZ,300659.SZ,300659.SZ,300659.SZ
300660.SZ,300660.SZ,300660.SZ,300660.SZ,300660.SZ
300661.SZ,300661.SZ,300661.SZ,300661.SZ,300661.SZ
300662.SZ,300662.SZ,300662.SZ,300662.SZ,300662.SZ
300663.SZ,300663.SZ,300663.SZ,300663.SZ,300663.SZ
300664.SZ,300664.SZ,300664.SZ,300664.SZ,300664.SZ
300665.SZ,300665.SZ,300665.SZ,300665.SZ,300665.SZ
300666.SZ,300666.SZ,300666.SZ,300666.SZ,300666.SZ
300667.SZ,300667.SZ,300667.SZ,300667.SZ,300667.SZ
300668.SZ,300668.SZ,300668.SZ,300668.SZ,300668.SZ
300669.SZ,300669.SZ,300669.SZ,300669.SZ,300669.SZ
300670.SZ,300670.SZ,300670.SZ,300670.SZ,300670.SZ
300671.SZ,300671.SZ,300671.SZ,300671.SZ,300671.SZ
300672.SZ,300672.SZ,300672.SZ,300672.SZ,300672.SZ
300673.SZ,300673.SZ,300673.SZ,300673.SZ,300673.SZ
300674.SZ,300674.SZ,300674.SZ,300674.SZ,300674.SZ
300675.SZ,300675.SZ,300675.SZ,300675.SZ,300675.SZ
300676.SZ,300676.SZ,300676.SZ,300676.SZ,300676.SZ
300677.SZ,300677.SZ,300677.SZ,300677.SZ,300677.SZ
300678.SZ,300678.SZ,300678.SZ,300678.SZ,300678.SZ
300679.SZ,300679.SZ,300679.SZ,300679.SZ,300679.SZ
300680.SZ,300680.SZ,300680.SZ,300680.SZ,300680.SZ
300681.SZ,300681.SZ,300681.SZ,300681.SZ,300681.SZ
300682.SZ,300682.SZ,300682.SZ,300682.SZ,300682.SZ
300683.SZ,300683.SZ,300683.SZ,300683.SZ,300683.SZ
300684.SZ,300684.SZ,300684.SZ,300684.SZ,300684.SZ
300685.SZ,300685.SZ,300685.SZ,300685.SZ,300685.SZ
300686.SZ,300686.SZ,300686.SZ,300686.SZ,300686.SZ
300687.SZ,300687.SZ,300687.SZ,300687.SZ,300687.SZ
300688.SZ,300688.SZ,300688.SZ,300688.SZ,300688.SZ
300689.SZ,300689.SZ,300689.SZ,300689.SZ,300689.SZ
601718.SH,600959.SH,300278.SZ,002188.SZ,002739.SZ
601727.SH,601727.SH,601727.SH,601727.SH,601727.SH
601766.SH,601222.SH,601222.SH,601222.SH,601222.SH
601777.SH,600713.SH,002004.SZ,002004.SZ,002004.SZ
601788.SH,601208.SH,601208.SH,601208.SH,600157.SH
601789.SH,600336.SH,600573.SH,600680.SH,600680.SH
601798.SH,600610.SH,600610.SH,000812.SZ,000812.SZ
601799.SH,000661.SZ,000661.SZ,002311.SZ,002311.SZ
601800.SH,600226.SH,000564.SZ,002070.SZ,002070.SZ
601801.SH,000679.SZ,000038.SZ,000038.SZ,000038.SZ
601808.SH,000526.SZ,000526.SZ,000526.SZ,000526.SZ
601811.SH,002070.SZ,600680.SH,600680.SH,600680.SH
601818.SH,601328.SH,601328.SH,601766.SH,601766.SH
601828.SH,601828.SH,601828.SH,601828.SH,601828.SH
601838.SH,601838.SH,601838.SH,601838.SH,601838.SH
601857.SH,002252.SZ,002252.SZ,002656.SZ,002309.SZ
601858.SH,601858.SH,601858.SH,601858.SH,601858.SH
601860.SH,601860.SH,601860.SH,601860.SH,601860.SH
601866.SH,601208.SH,601208.SH,601208.SH,601208.SH
601869.SH,601869.SH,601869.SH,601869.SH,601869.SH
601872.SH,601928.SH,601928.SH,601928.SH,601928.SH
601877.SH,603019.SH,603019.SH,600588.SH,600588.SH
601878.SH,601878.SH,601878.SH,601878.SH,601878.SH
601880.SH,600089.SH,000415.SZ,000415.SZ,600539.SH
601881.SH,601881.SH,601881.SH,601881.SH,601881.SH
601882.SH,002577.SZ,300466.SZ,002076.SZ,002076.SZ
601886.SH,601179.SH,601179.SH,002070.SZ,002070.SZ
601888.SH,600763.SH,600763.SH,600763.SH,600763.SH
601890.SH,300397.SZ,300397.SZ,600505.SH,002367.SZ
601898.SH,002252.SZ,002252.SZ,002252.SZ,300320.SZ
601899.SH,601699.SH,002001.SZ,002001.SZ,002001.SZ
601900.SH,600610.SH,600610.SH,600610.SH,600896.SH
601901.SH,000600.SZ,000600.SZ,000600.SZ,600021.SH
601908.SH,002263.SZ,000757.SZ,002098.SZ,002098.SZ
601918.SH,600084.SH,600084.SH,000038.SZ,000038.SZ
601919.SH,600755.SH,600133.SH,600133.SH,600133.SH
601928.SH,002250.SZ,002250.SZ,002250.SZ,600312.SH
601929.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
601933.SH,600887.SH,600887.SH,600887.SH,600887.SH
601939.SH,601398.SH,601398.SH,000002.SZ,601360.SH
601949.SH,601949.SH,601949.SH,601949.SH,601949.SH
601952.SH,601952.SH,601952.SH,601952.SH,601952.SH
601958.SH,300320.SZ,300320.SZ,300320.SZ,300320.SZ
601965.SH,002070.SZ,002070.SZ,002070.SZ,002037.SZ
601966.SH,002070.SZ,600095.SH,600680.SH,600680.SH
601968.SH,002786.SZ,002473.SZ,002473.SZ,002473.SZ
601969.SH,601718.SH,601718.SH,601718.SH,000700.SZ
601975.SH,601975.SH,601975.SH,601975.SH,601975.SH
601985.SH,601669.SH,601669.SH,601669.SH,600634.SH
601988.SH,600971.SH,600971.SH,600123.SH,600123.SH
601989.SH,600862.SH,000655.SZ,600680.SH,600680.SH
601990.SH,601990.SH,601990.SH,601990.SH,601990.SH
601991.SH,600633.SH,600539.SH,002219.SZ,002219.SZ
601992.SH,600717.SH,600633.SH,600633.SH,600633.SH
601996.SH,300466.SZ,002580.SZ,002606.SZ,002606.SZ
601997.SH,603889.SH,603889.SH,600987.SH,002005.SZ
601998.SH,600362.SH,600362.SH,002202.SZ,002251.SZ
601999.SH,600824.SH,600610.SH,600680.SH,600680.SH
603000.SH,002017.SZ,002017.SZ,002017.SZ,600680.SH
603001.SH,000564.SZ,000564.SZ,000564.SZ,000038.SZ
603002.SH,002312.SZ,002312.SZ,002312.SZ,300071.SZ
603003.SH,600666.SH,600666.SH,600666.SH,600666.SH
603005.SH,002245.SZ,002245.SZ,300441.SZ,002622.SZ
603006.SH,000530.SZ,000530.SZ,000530.SZ,002619.SZ
603007.SH,300364.SZ,300364.SZ,600666.SH,600666.SH
603008.SH,300187.SZ,002716.SZ,002716.SZ,002716.SZ
603009.SH,603009.SH,603009.SH,603009.SH,603009.SH
603010.SH,603010.SH,603010.SH,603010.SH,603010.SH
603011.SH,000793.SZ,002122.SZ,300038.SZ,300038.SZ
603012.SH,600680.SH,600680.SH,600680.SH,600680.SH
603013.SH,603013.SH,603013.SH,603013.SH,603013.SH
603015.SH,002070.SZ,000812.SZ,000812.SZ,000812.SZ
603016.SH,600084.SH,002072.SZ,002072.SZ,002072.SZ
603017.SH,000917.SZ,000917.SZ,600053.SH,600053.SH
603018.SH,000415.SZ,600157.SH,300278.SZ,300278.SZ
603019.SH,000681.SZ,000681.SZ,601003.SH,601003.SH
603020.SH,000679.SZ,000679.SZ,000428.SZ,000428.SZ
603021.SH,300063.SZ,300063.SZ,002606.SZ,002606.SZ
603022.SH,300466.SZ,000428.SZ,000428.SZ,002606.SZ
603023.SH,600666.SH,600666.SH,000038.SZ,000038.SZ
603025.SH,002716.SZ,002716.SZ,002716.SZ,300090.SZ
603026.SH,002099.SZ,300079.SZ,300079.SZ,300079.SZ
603027.SH,300339.SZ,300352.SZ,600666.SH,600666.SH
603028.SH,002487.SZ,600680.SH,600680.SH,002606.SZ
603029.SH,300466.SZ,300466.SZ,600318.SH,002606.SZ
603030.SH,300063.SZ,002606.SZ,002606.SZ,002606.SZ
603031.SH,300551.SZ,002143.SZ,000428.SZ,000428.SZ
603032.SH,603032.SH,603032.SH,603032.SH,603032.SH
603033.SH,002808.SZ,002599.SZ,002425.SZ,002606.SZ
603035.SH,603035.SH,603035.SH,603035.SH,603035.SH
603036.SH,300466.SZ,300466.SZ,600666.SH,600666.SH
603037.SH,603037.SH,603037.SH,603037.SH,603037.SH
603038.SH,603038.SH,603038.SH,603038.SH,603038.SH
603039.SH,603039.SH,603039.SH,603039.SH,603039.SH
603040.SH,603040.SH,603040.SH,603040.SH,603040.SH
603041.SH,603041.SH,603041.SH,603041.SH,603041.SH
603042.SH,603042.SH,603042.SH,603042.SH,603042.SH
603043.SH,603043.SH,603043.SH,603043.SH,603043.SH
603045.SH,603045.SH,603045.SH,603045.SH,603045.SH
603050.SH,603050.SH,603050.SH,603050.SH,603050.SH
603055.SH,603055.SH,603055.SH,603055.SH,603055.SH
603056.SH,603056.SH,603056.SH,603056.SH,603056.SH
603058.SH,002739.SZ,600666.SH,600666.SH,000971.SZ
603059.SH,603059.SH,603059.SH,603059.SH,603059.SH
603060.SH,601616.SH,002070.SZ,002070.SZ,002070.SZ
603063.SH,603063.SH,603063.SH,603063.SH,603063.SH
603066.SH,300063.SZ,300063.SZ,002606.SZ,002606.SZ
603067.SH,000564.SZ,000564.SZ,000038.SZ,000038.SZ
603069.SH,600084.SH,600084.SH,600084.SH,600084.SH
603076.SH,603076.SH,603076.SH,603076.SH,603076.SH
603077.SH,300063.SZ,300063.SZ,002606.SZ,002606.SZ
603078.SH,603078.SH,603078.SH,603078.SH,603078.SH
603079.SH,603079.SH,603079.SH,603079.SH,603079.SH
603080.SH,603080.SH,603080.SH,603080.SH,603080.SH
603081.SH,603081.SH,603081.SH,603081.SH,603081.SH
603083.SH,603083.SH,603083.SH,603083.SH,603083.SH
603085.SH,002143.SZ,002143.SZ,002143.SZ,002143.SZ
603086.SH,603086.SH,603086.SH,603086.SH,603086.SH
603088.SH,300071.SZ,300071.SZ,300071.SZ,300071.SZ
603089.SH,603089.SH,603089.SH,603089.SH,603089.SH
603090.SH,300466.SZ,002487.SZ,002606.SZ,002606.SZ
603096.SH,603096.SH,603096.SH,603096.SH,603096.SH
603098.SH,000925.SZ,002739.SZ,002739.SZ,002739.SZ
603099.SH,600052.SH,300173.SZ,300173.SZ,300173.SZ
603100.SH,002070.SZ,002070.SZ,600680.SH,600680.SH
603101.SH,600401.SH,600401.SH,600401.SH,600680.SH
603103.SH,603103.SH,603103.SH,603103.SH,603103.SH
603105.SH,603105.SH,603105.SH,603105.SH,603105.SH
603106.SH,603106.SH,603106.SH,603106.SH,603106.SH
603108.SH,300455.SZ,300008.SZ,300561.SZ,002588.SZ
603110.SH,603110.SH,603110.SH,603110.SH,603110.SH
603111.SH,603111.SH,603111.SH,603111.SH,603111.SH
603113.SH,603113.SH,603113.SH,603113.SH,603113.SH
603116.SH,300336.SZ,300336.SZ,300336.SZ,300336.SZ
603117.SH,002292.SZ,300291.SZ,600200.SH,600628.SH
603118.SH,002169.SZ,300303.SZ,002643.SZ,300062.SZ
603123.SH,002344.SZ,002344.SZ,002344.SZ,000038.SZ
603126.SH,300156.SZ,300156.SZ,600666.SH,600666.SH
603127.SH,603127.SH,603127.SH,603127.SH,603127.SH
603128.SH,600378.SH,600378.SH,002189.SZ,601608.SH
603129.SH,603129.SH,603129.SH,603129.SH,603129.SH
603131.SH,300356.SZ,002339.SZ,300443.SZ,002473.SZ
603133.SH,603133.SH,603133.SH,603133.SH,603133.SH
603136.SH,603136.SH,603136.SH,603136.SH,603136.SH
603138.SH,603138.SH,603138.SH,603138.SH,603138.SH
603139.SH,603139.SH,603139.SH,603139.SH,603139.SH
603156.SH,603156.SH,603156.SH,603156.SH,603156.SH
603157.SH,603157.SH,603157.SH,603157.SH,603157.SH
603158.SH,002070.SZ,002070.SZ,600318.SH,002787.SZ
603159.SH,600084.SH,002076.SZ,002076.SZ,002606.SZ
603160.SH,603222.SH,603222.SH,603222.SH,603222.SH
603161.SH,603161.SH,603161.SH,603161.SH,603161.SH
603165.SH,603165.SH,603165.SH,603165.SH,603165.SH
603166.SH,002619.SZ,600666.SH,600666.SH,000428.SZ
603167.SH,601919.SH,601216.SH,601216.SH,601216.SH
603168.SH,600666.SH,600666.SH,002619.SZ,002619.SZ
603169.SH,603169.SH,603169.SH,603169.SH,603169.SH
603177.SH,603177.SH,603177.SH,603177.SH,603177.SH
603178.SH,603178.SH,603178.SH,603178.SH,603178.SH
603179.SH,603179.SH,603179.SH,603179.SH,603179.SH
603180.SH,603180.SH,603180.SH,603180.SH,603180.SH
603181.SH,603181.SH,603181.SH,603181.SH,603181.SH
603183.SH,603183.SH,603183.SH,603183.SH,603183.SH
603185.SH,603185.SH,603185.SH,603185.SH,603185.SH
603186.SH,002595.SZ,002595.SZ,002595.SZ,600150.SH
603187.SH,603187.SH,603187.SH,603187.SH,603187.SH
603188.SH,600221.SH,300278.SZ,300278.SZ,300278.SZ
603189.SH,300330.SZ,300330.SZ,600095.SH,603300.SH
603192.SH,603192.SH,603192.SH,603192.SH,603192.SH
603196.SH,603196.SH,603196.SH,603196.SH,603196.SH
603197.SH,603197.SH,603197.SH,603197.SH,603197.SH
603198.SH,600724.SH,600610.SH,600610.SH,600610.SH
603199.SH,600475.SH,600475.SH,600475.SH,600415.SH
603200.SH,603200.SH,603200.SH,603200.SH,603200.SH
603203.SH,600666.SH,600666.SH,600666.SH,600666.SH
603208.SH,603208.SH,603208.SH,603208.SH,603208.SH
603214.SH,603214.SH,603214.SH,603214.SH,603214.SH
603218.SH,600836.SH,601968.SH,002487.SZ,002786.SZ
603220.SH,603220.SH,603220.SH,603220.SH,603220.SH
603222.SH,000876.SZ,000876.SZ,000876.SZ,000876.SZ
603223.SH,002502.SZ,300071.SZ,300071.SZ,300071.SZ
603225.SH,603225.SH,603225.SH,603225.SH,603225.SH
603226.SH,603226.SH,603226.SH,603226.SH,603226.SH
603227.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
603228.SH,603228.SH,603228.SH,603228.SH,603228.SH
603229.SH,603229.SH,603229.SH,603229.SH,603229.SH
603232.SH,603232.SH,603232.SH,603232.SH,603232.SH
603233.SH,603233.SH,603233.SH,603233.SH,603233.SH
603238.SH,603238.SH,603238.SH,603238.SH,603238.SH
603239.SH,002606.SZ,002606.SZ,002606.SZ,002606.SZ
603258.SH,002329.SZ,600610.SH,600610.SH,600610.SH
603259.SH,603259.SH,603259.SH,603259.SH,603259.SH
603260.SH,603260.SH,603260.SH,603260.SH,603260.SH
603266.SH,603266.SH,603266.SH,603266.SH,603266.SH
603268.SH,002070.SZ,002143.SZ,002143.SZ,300317.SZ
603269.SH,603269.SH,603269.SH,603269.SH,603269.SH
603277.SH,603277.SH,603277.SH,603277.SH,603277.SH
603278.SH,603278.SH,603278.SH,603278.SH,603278.SH
603283.SH,603283.SH,603283.SH,603283.SH,603283.SH
603286.SH,603286.SH,603286.SH,603286.SH,603286.SH
603288.SH,603899.SH,603899.SH,603899.SH,603899.SH
300689.SZ,300689.SZ,300689.SZ,300689.SZ,300689.SZ
300690.SZ,300690.SZ,300690.SZ,300690.SZ,300690.SZ
300691.SZ,300691.SZ,300691.SZ,300691.SZ,300691.SZ
300692.SZ,300692.SZ,300692.SZ,300692.SZ,300692.SZ
300693.SZ,300693.SZ,300693.SZ,300693.SZ,300693.SZ
300694.SZ,300694.SZ,300694.SZ,300694.SZ,300694.SZ
300695.SZ,300695.SZ,300695.SZ,300695.SZ,300695.SZ
300696.SZ,300696.SZ,300696.SZ,300696.SZ,300696.SZ
300697.SZ,300697.SZ,300697.SZ,300697.SZ,300697.SZ
300698.SZ,300698.SZ,300698.SZ,300698.SZ,300698.SZ
300699.SZ,300699.SZ,300699.SZ,300699.SZ,300699.SZ
300700.SZ,300700.SZ,300700.SZ,300700.SZ,300700.SZ
300701.SZ,300701.SZ,300701.SZ,300701.SZ,300701.SZ
300702.SZ,300702.SZ,300702.SZ,300702.SZ,300702.SZ
300703.SZ,300703.SZ,300703.SZ,300703.SZ,300703.SZ
300705.SZ,300705.SZ,300705.SZ,300705.SZ,300705.SZ
300706.SZ,300706.SZ,300706.SZ,300706.SZ,300706.SZ
300707.SZ,300707.SZ,300707.SZ,300707.SZ,300707.SZ
300708.SZ,300708.SZ,300708.SZ,300708.SZ,300708.SZ
300709.SZ,300709.SZ,300709.SZ,300709.SZ,300709.SZ
300710.SZ,300710.SZ,300710.SZ,300710.SZ,300710.SZ
300711.SZ,300711.SZ,300711.SZ,300711.SZ,300711.SZ
300712.SZ,300712.SZ,300712.SZ,300712.SZ,300712.SZ
300713.SZ,300713.SZ,300713.SZ,300713.SZ,300713.SZ
300715.SZ,300715.SZ,300715.SZ,300715.SZ,300715.SZ
300716.SZ,300716.SZ,300716.SZ,300716.SZ,300716.SZ
300717.SZ,300717.SZ,300717.SZ,300717.SZ,300717.SZ
300718.SZ,300718.SZ,300718.SZ,300718.SZ,300718.SZ
300719.SZ,300719.SZ,300719.SZ,300719.SZ,300719.SZ
300720.SZ,300720.SZ,300720.SZ,300720.SZ,300720.SZ
300721.SZ,300721.SZ,300721.SZ,300721.SZ,300721.SZ
300722.SZ,300722.SZ,300722.SZ,300722.SZ,300722.SZ
300723.SZ,300723.SZ,300723.SZ,300723.SZ,300723.SZ
300724.SZ,300724.SZ,300724.SZ,300724.SZ,300724.SZ
300725.SZ,300725.SZ,300725.SZ,300725.SZ,300725.SZ
300726.SZ,300726.SZ,300726.SZ,300726.SZ,300726.SZ
300727.SZ,300727.SZ,300727.SZ,300727.SZ,300727.SZ
300729.SZ,300729.SZ,300729.SZ,300729.SZ,300729.SZ
300730.SZ,300730.SZ,300730.SZ,300730.SZ,300730.SZ
300731.SZ,300731.SZ,300731.SZ,300731.SZ,300731.SZ
300732.SZ,300732.SZ,300732.SZ,300732.SZ,300732.SZ
300733.SZ,300733.SZ,300733.SZ,300733.SZ,300733.SZ
300735.SZ,300735.SZ,300735.SZ,300735.SZ,300735.SZ
300736.SZ,300736.SZ,300736.SZ,300736.SZ,300736.SZ
300737.SZ,300737.SZ,300737.SZ,300737.SZ,300737.SZ
300738.SZ,300738.SZ,300738.SZ,300738.SZ,300738.SZ
300739.SZ,300739.SZ,300739.SZ,300739.SZ,300739.SZ
300740.SZ,300740.SZ,300740.SZ,300740.SZ,300740.SZ
300741.SZ,300741.SZ,300741.SZ,300741.SZ,300741.SZ
300742.SZ,300742.SZ,300742.SZ,300742.SZ,300742.SZ
300743.SZ,300743.SZ,300743.SZ,300743.SZ,300743.SZ
300745.SZ,300745.SZ,300745.SZ,300745.SZ,300745.SZ
300746.SZ,300746.SZ,300746.SZ,300746.SZ,300746.SZ
300747.SZ,300747.SZ,300747.SZ,300747.SZ,300747.SZ
300748.SZ,300748.SZ,300748.SZ,300748.SZ,300748.SZ
300749.SZ,300749.SZ,300749.SZ,300749.SZ,300749.SZ
300750.SZ,300750.SZ,300750.SZ,300750.SZ,300750.SZ
300751.SZ,300751.SZ,300751.SZ,300751.SZ,300751.SZ
300752.SZ,300752.SZ,300752.SZ,300752.SZ,300752.SZ
300753.SZ,300753.SZ,300753.SZ,300753.SZ,300753.SZ
300756.SZ,300756.SZ,300756.SZ,300756.SZ,300756.SZ
300760.SZ,300760.SZ,300760.SZ,300760.SZ,300760.SZ
603288.SH,603899.SH,603899.SH,603899.SH,603899.SH
603289.SH,603289.SH,603289.SH,603289.SH,603289.SH
603297.SH,603297.SH,603297.SH,603297.SH,603297.SH
603298.SH,603022.SH,603022.SH,000812.SZ,002606.SZ
603299.SH,000939.SZ,002270.SZ,002270.SZ,002270.SZ
603300.SH,600469.SH,600469.SH,600481.SH,002347.SZ
603301.SH,603301.SH,603301.SH,603301.SH,603301.SH
603303.SH,603303.SH,603303.SH,603303.SH,603303.SH
603305.SH,603305.SH,603305.SH,603305.SH,603305.SH
603306.SH,600666.SH,600666.SH,600666.SH,600666.SH
603308.SH,603308.SH,603308.SH,603308.SH,603308.SH
603309.SH,300238.SZ,600862.SH,600862.SH,600862.SH
603311.SH,601801.SH,000428.SZ,000428.SZ,300148.SZ
603313.SH,000719.SZ,000719.SZ,000719.SZ,000719.SZ
603315.SH,002606.SZ,002606.SZ,002606.SZ,002606.SZ
603316.SH,603316.SH,603316.SH,603316.SH,603316.SH
603318.SH,002157.SZ,002157.SZ,002157.SZ,002157.SZ
603319.SH,601801.SH,601801.SH,000038.SZ,000038.SZ
603320.SH,603320.SH,603320.SH,603320.SH,603320.SH
603321.SH,603321.SH,603321.SH,603321.SH,603321.SH
603322.SH,002143.SZ,002143.SZ,300466.SZ,002606.SZ
603323.SH,300466.SZ,600666.SH,600666.SH,600666.SH
603326.SH,603326.SH,603326.SH,603326.SH,603326.SH
603328.SH,002606.SZ,000591.SZ,002606.SZ,002606.SZ
603329.SH,603329.SH,603329.SH,603329.SH,603329.SH
603330.SH,603330.SH,603330.SH,603330.SH,603330.SH
603331.SH,603331.SH,603331.SH,603331.SH,603331.SH
603333.SH,300205.SZ,600680.SH,600680.SH,600680.SH
603335.SH,603335.SH,603335.SH,603335.SH,603335.SH
603336.SH,600318.SH,600318.SH,600784.SH,600784.SH
603337.SH,603337.SH,603337.SH,603337.SH,603337.SH
603338.SH,000063.SZ,000063.SZ,000063.SZ,002594.SZ
603339.SH,600084.SH,002684.SZ,002143.SZ,002143.SZ
603345.SH,603345.SH,603345.SH,603345.SH,603345.SH
603348.SH,603348.SH,603348.SH,603348.SH,603348.SH
603355.SH,000820.SZ,000820.SZ,000820.SZ,300156.SZ
603356.SH,603356.SH,603356.SH,603356.SH,603356.SH
603357.SH,603357.SH,603357.SH,603357.SH,603357.SH
603358.SH,603358.SH,603358.SH,603358.SH,603358.SH
603359.SH,603359.SH,603359.SH,603359.SH,603359.SH
603360.SH,603360.SH,603360.SH,603360.SH,603360.SH
603363.SH,603363.SH,603363.SH,603363.SH,603363.SH
603365.SH,603365.SH,603365.SH,603365.SH,603365.SH
603366.SH,002070.SZ,002070.SZ,002619.SZ,002619.SZ
603367.SH,603367.SH,603367.SH,603367.SH,603367.SH
603368.SH,300291.SZ,000812.SZ,000812.SZ,000812.SZ
603369.SH,000661.SZ,000661.SZ,000661.SZ,000661.SZ
603377.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
603378.SH,603378.SH,603378.SH,603378.SH,603378.SH
603380.SH,603380.SH,603380.SH,603380.SH,603380.SH
603383.SH,603383.SH,603383.SH,603383.SH,603383.SH
603385.SH,603385.SH,603385.SH,603385.SH,603385.SH
603386.SH,603386.SH,603386.SH,603386.SH,603386.SH
603387.SH,603387.SH,603387.SH,603387.SH,603387.SH
603388.SH,603388.SH,603388.SH,603388.SH,603388.SH
603389.SH,300507.SZ,300466.SZ,300466.SZ,002787.SZ
603393.SH,600401.SH,600401.SH,600401.SH,600401.SH
603396.SH,603396.SH,603396.SH,603396.SH,603396.SH
603398.SH,002076.SZ,600468.SH,600468.SH,002076.SZ
603399.SH,603399.SH,603399.SH,603399.SH,603399.SH
603416.SH,603585.SH,300582.SZ,002619.SZ,002619.SZ
603421.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
603429.SH,603429.SH,603429.SH,603429.SH,603429.SH
603444.SH,603444.SH,603444.SH,603444.SH,603444.SH
603456.SH,002604.SZ,002604.SZ,002604.SZ,002604.SZ
603458.SH,603458.SH,603458.SH,603458.SH,603458.SH
603466.SH,603466.SH,603466.SH,603466.SH,603466.SH
603477.SH,603477.SH,603477.SH,603477.SH,603477.SH
603486.SH,603486.SH,603486.SH,603486.SH,603486.SH
603488.SH,603488.SH,603488.SH,603488.SH,603488.SH
603496.SH,603496.SH,603496.SH,603496.SH,603496.SH
603499.SH,603499.SH,603499.SH,603499.SH,603499.SH
603500.SH,603500.SH,603500.SH,603500.SH,603500.SH
603501.SH,603501.SH,603501.SH,603501.SH,603501.SH
603505.SH,603505.SH,603505.SH,603505.SH,603505.SH
603506.SH,603506.SH,603506.SH,603506.SH,603506.SH
603507.SH,603507.SH,603507.SH,603507.SH,603507.SH
603508.SH,000966.SZ,000966.SZ,000966.SZ,300205.SZ
603515.SH,002677.SZ,603799.SH,603799.SH,300409.SZ
