stock,5,10,15,20
002635.SZ,002635.SZ,002635.SZ,002635.SZ,002635.SZ
002636.SZ,000666.SZ,600666.SH,002219.SZ,002219.SZ
002637.SZ,600084.SH,600084.SH,600084.SH,300071.SZ
002638.SZ,002103.SZ,002103.SZ,002647.SZ,002136.SZ
002639.SZ,600446.SH,600448.SH,600680.SH,600680.SH
002640.SZ,002310.SZ,002310.SZ,002310.SZ,002450.SZ
002641.SZ,002791.SZ,002791.SZ,002473.SZ,002473.SZ
002642.SZ,000820.SZ,000820.SZ,002739.SZ,002143.SZ
002643.SZ,300063.SZ,002606.SZ,002606.SZ,002606.SZ
002644.SZ,002098.SZ,002098.SZ,002098.SZ,000150.SZ
002645.SZ,600084.SH,600084.SH,300027.SZ,002716.SZ
002646.SZ,000875.SZ,000564.SZ,000564.SZ,000564.SZ
002647.SZ,600666.SH,600666.SH,002694.SZ,600666.SH
002648.SZ,601231.SH,601231.SH,601231.SH,601231.SH
002649.SZ,603021.SH,002606.SZ,002606.SZ,002606.SZ
002650.SZ,002604.SZ,300278.SZ,300032.SZ,300278.SZ
002651.SZ,000428.SZ,000428.SZ,000573.SZ,000573.SZ
002652.SZ,002652.SZ,002652.SZ,002652.SZ,002652.SZ
002653.SZ,600680.SH,600680.SH,600680.SH,600680.SH
002654.SZ,000564.SZ,002739.SZ,002739.SZ,002739.SZ
002655.SZ,000547.SZ,600877.SH,600877.SH,600877.SH
002656.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
002657.SZ,600343.SH,600343.SH,000812.SZ,000812.SZ
002658.SZ,002739.SZ,600666.SH,600666.SH,600666.SH
002659.SZ,002659.SZ,002659.SZ,002659.SZ,002659.SZ
002660.SZ,002263.SZ,002263.SZ,002312.SZ,002270.SZ
002661.SZ,601515.SH,002070.SZ,002070.SZ,002070.SZ
002662.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
002663.SZ,000793.SZ,000793.SZ,600157.SH,300038.SZ
002664.SZ,002664.SZ,002664.SZ,002664.SZ,002664.SZ
002665.SZ,600960.SH,600829.SH,601567.SH,000415.SZ
002666.SZ,600257.SH,000812.SZ,000812.SZ,000812.SZ
002667.SZ,600321.SH,600321.SH,600532.SH,000509.SZ
002668.SZ,600568.SH,600568.SH,002580.SZ,002076.SZ
002669.SZ,600226.SH,000564.SZ,000564.SZ,000939.SZ
002670.SZ,000506.SZ,300201.SZ,300201.SZ,300201.SZ
002671.SZ,002739.SZ,600666.SH,600666.SH,002103.SZ
002672.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
002673.SZ,000812.SZ,000812.SZ,000812.SZ,002816.SZ
002674.SZ,600831.SH,600831.SH,600680.SH,600680.SH
002675.SZ,002675.SZ,002675.SZ,002675.SZ,002675.SZ
002676.SZ,600289.SH,600568.SH,600568.SH,002606.SZ
002677.SZ,603515.SH,603515.SH,600521.SH,600521.SH
002678.SZ,000506.SZ,600829.SH,000812.SZ,002270.SZ
002679.SZ,603520.SH,603520.SH,603520.SH,603520.SH
002680.SZ,600221.SH,600221.SH,000793.SZ,002219.SZ
002681.SZ,002681.SZ,002681.SZ,002681.SZ,002681.SZ
002682.SZ,002739.SZ,002739.SZ,002219.SZ,002625.SZ
002683.SZ,000739.SZ,000739.SZ,002299.SZ,002299.SZ
002684.SZ,002739.SZ,002739.SZ,002739.SZ,600401.SH
002685.SZ,002685.SZ,002685.SZ,002685.SZ,002685.SZ
002686.SZ,002502.SZ,002502.SZ,002739.SZ,002739.SZ
002687.SZ,600680.SH,600680.SH,600680.SH,600680.SH
002688.SZ,002344.SZ,002070.SZ,002070.SZ,000428.SZ
002689.SZ,601208.SH,000737.SZ,600820.SH,600820.SH
002690.SZ,600763.SH,600763.SH,600132.SH,600132.SH
002691.SZ,300090.SZ,300032.SZ,300032.SZ,300032.SZ
002692.SZ,300071.SZ,000971.SZ,000971.SZ,000971.SZ
002693.SZ,300464.SZ,300464.SZ,000757.SZ,000038.SZ
002694.SZ,600568.SH,600568.SH,600568.SH,603021.SH
002695.SZ,002263.SZ,002263.SZ,600834.SH,600834.SH
002696.SZ,002739.SZ,002739.SZ,002739.SZ,002219.SZ
002697.SZ,600680.SH,600680.SH,600680.SH,600696.SH
002698.SZ,002070.SZ,002070.SZ,002070.SZ,002070.SZ
002699.SZ,000038.SZ,000038.SZ,000038.SZ,000038.SZ
002700.SZ,600401.SH,600401.SH,600401.SH,600401.SH
002701.SZ,002070.SZ,600084.SH,600680.SH,600680.SH
002702.SZ,002787.SZ,002606.SZ,002606.SZ,002606.SZ
002703.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
002705.SZ,000777.SZ,000728.SZ,000728.SZ,600312.SH
002706.SZ,002143.SZ,600318.SH,600318.SH,002606.SZ
002707.SZ,300187.SZ,600122.SH,002739.SZ,002739.SZ
002708.SZ,002323.SZ,002323.SZ,600680.SH,600680.SH
002709.SZ,300510.SZ,300510.SZ,300510.SZ,300510.SZ
002711.SZ,002739.SZ,002739.SZ,002739.SZ,002684.SZ
002712.SZ,002739.SZ,002445.SZ,600701.SH,002445.SZ
002713.SZ,002356.SZ,002356.SZ,002356.SZ,002098.SZ
002714.SZ,600438.SH,600438.SH,600438.SH,600438.SH
002715.SZ,600250.SH,002122.SZ,002739.SZ,002739.SZ
002716.SZ,002122.SZ,002122.SZ,002122.SZ,002122.SZ
002717.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
002718.SZ,603669.SH,002790.SZ,000564.SZ,000971.SZ
002719.SZ,000812.SZ,000812.SZ,002259.SZ,002259.SZ
002721.SZ,002739.SZ,002739.SZ,600715.SH,600715.SH
002722.SZ,300163.SZ,000812.SZ,000812.SZ,002606.SZ
002723.SZ,600829.SH,600829.SH,600829.SH,300071.SZ
002724.SZ,002724.SZ,002724.SZ,002724.SZ,002724.SZ
002725.SZ,002725.SZ,002725.SZ,002725.SZ,002725.SZ
002726.SZ,600074.SH,600074.SH,600074.SH,600074.SH
002727.SZ,002727.SZ,002727.SZ,002727.SZ,002727.SZ
002728.SZ,603022.SH,603022.SH,603022.SH,000428.SZ
002729.SZ,300004.SZ,601798.SH,600074.SH,600074.SH
002730.SZ,601163.SH,601163.SH,601163.SH,300163.SZ
002731.SZ,002070.SZ,002070.SZ,002070.SZ,002070.SZ
002732.SZ,603299.SH,002270.SZ,002270.SZ,002270.SZ
002733.SZ,002017.SZ,002017.SZ,002017.SZ,601177.SH
002734.SZ,300190.SZ,000506.SZ,000506.SZ,600512.SH
002735.SZ,603518.SH,603518.SH,002005.SZ,002005.SZ
002736.SZ,600837.SH,600837.SH,600837.SH,600837.SH
002737.SZ,300090.SZ,300090.SZ,300090.SZ,300090.SZ
002738.SZ,002738.SZ,002738.SZ,002738.SZ,002738.SZ
002739.SZ,002766.SZ,002766.SZ,600074.SH,600074.SH
002740.SZ,600257.SH,002070.SZ,002528.SZ,002070.SZ
002741.SZ,300178.SZ,300178.SZ,002470.SZ,002470.SZ
002742.SZ,300156.SZ,300156.SZ,600666.SH,600666.SH
002743.SZ,600959.SH,600959.SH,600666.SH,600666.SH
002745.SZ,002745.SZ,002745.SZ,002745.SZ,002745.SZ
002746.SZ,002070.SZ,002070.SZ,002786.SZ,002786.SZ
002747.SZ,600666.SH,600666.SH,600666.SH,600666.SH
002748.SZ,000700.SZ,000700.SZ,000701.SZ,000701.SZ
002749.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
002750.SZ,002323.SZ,002323.SZ,600680.SH,600680.SH
002751.SZ,002252.SZ,002252.SZ,300090.SZ,300090.SZ
002752.SZ,002619.SZ,002619.SZ,000038.SZ,000038.SZ
002753.SZ,300431.SZ,600084.SH,002259.SZ,002259.SZ
002755.SZ,000038.SZ,000038.SZ,000564.SZ,002259.SZ
002756.SZ,600221.SH,000793.SZ,300032.SZ,300032.SZ
002757.SZ,002090.SZ,002090.SZ,600987.SH,002831.SZ
002758.SZ,002787.SZ,002702.SZ,002702.SZ,002606.SZ
002759.SZ,600074.SH,600074.SH,600074.SH,600074.SH
002760.SZ,002122.SZ,002604.SZ,002604.SZ,002604.SZ
002761.SZ,300510.SZ,002719.SZ,002719.SZ,002719.SZ
002762.SZ,300466.SZ,600318.SH,300364.SZ,300364.SZ
002763.SZ,002619.SZ,002619.SZ,002619.SZ,002619.SZ
002765.SZ,600666.SH,600666.SH,002606.SZ,002606.SZ
002766.SZ,002739.SZ,002739.SZ,000939.SZ,002739.SZ
002767.SZ,300218.SZ,300218.SZ,300218.SZ,300440.SZ
002768.SZ,002024.SZ,002024.SZ,002430.SZ,002430.SZ
002769.SZ,000564.SZ,002143.SZ,000812.SZ,300071.SZ
002770.SZ,002619.SZ,600666.SH,600666.SH,002606.SZ
002771.SZ,002787.SZ,600666.SH,002483.SZ,002606.SZ
002772.SZ,000428.SZ,600680.SH,000428.SZ,000428.SZ
002773.SZ,300467.SZ,300467.SZ,600490.SH,600490.SH
002774.SZ,002774.SZ,002774.SZ,002774.SZ,002774.SZ
002775.SZ,002445.SZ,000793.SZ,000793.SZ,300032.SZ
002776.SZ,002070.SZ,002070.SZ,002070.SZ,002070.SZ
002777.SZ,002619.SZ,002619.SZ,002619.SZ,600386.SH
002778.SZ,600257.SH,600257.SH,002606.SZ,002606.SZ
002779.SZ,002070.SZ,600084.SH,002076.SZ,002076.SZ
002780.SZ,002473.SZ,002473.SZ,002473.SZ,002606.SZ
002781.SZ,300216.SZ,000812.SZ,000812.SZ,000812.SZ
002782.SZ,000564.SZ,000564.SZ,000564.SZ,000564.SZ
002783.SZ,300063.SZ,002130.SZ,002606.SZ,002606.SZ
002785.SZ,300218.SZ,002606.SZ,002606.SZ,002606.SZ
002786.SZ,601968.SH,601968.SH,002606.SZ,002606.SZ
002787.SZ,002206.SZ,002206.SZ,002206.SZ,002206.SZ
002788.SZ,603669.SH,603669.SH,600666.SH,000971.SZ
002789.SZ,002719.SZ,002719.SZ,600858.SH,300336.SZ
002790.SZ,600666.SH,600666.SH,000971.SZ,000971.SZ
002791.SZ,002149.SZ,002425.SZ,002780.SZ,002606.SZ
002792.SZ,002098.SZ,002098.SZ,002606.SZ,002606.SZ
002793.SZ,300063.SZ,300063.SZ,002606.SZ,002606.SZ
002795.SZ,002795.SZ,002795.SZ,002795.SZ,002795.SZ
002796.SZ,600680.SH,600680.SH,600680.SH,600680.SH
002797.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
002798.SZ,002798.SZ,002798.SZ,002798.SZ,002798.SZ
002799.SZ,002143.SZ,002606.SZ,002606.SZ,002606.SZ
002800.SZ,300442.SZ,000428.SZ,000428.SZ,002606.SZ
002801.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
002802.SZ,002076.SZ,600666.SH,600666.SH,600666.SH
002803.SZ,002252.SZ,002252.SZ,002252.SZ,002252.SZ
002805.SZ,000564.SZ,000564.SZ,000038.SZ,000038.SZ
002806.SZ,002806.SZ,002806.SZ,002806.SZ,002806.SZ
002807.SZ,002558.SZ,002558.SZ,300466.SZ,300466.SZ
002808.SZ,300569.SZ,600666.SH,002537.SZ,002537.SZ
002809.SZ,002809.SZ,002809.SZ,002809.SZ,002809.SZ
002810.SZ,002070.SZ,600257.SH,600257.SH,600257.SH
002811.SZ,600666.SH,600666.SH,600666.SH,600666.SH
600166.SH,600006.SH,000156.SZ,000156.SZ,000156.SZ
600167.SH,300225.SZ,002080.SZ,002080.SZ,300225.SZ
600168.SH,000156.SZ,000156.SZ,600610.SH,600610.SH
600169.SH,600820.SH,600820.SH,600820.SH,000812.SZ
600170.SH,002070.SZ,002070.SZ,000547.SZ,600680.SH
600171.SH,600171.SH,600171.SH,600171.SH,600171.SH
600172.SH,600666.SH,600666.SH,600666.SH,600666.SH
600173.SH,600173.SH,600173.SH,600173.SH,600173.SH
600175.SH,002245.SZ,002245.SZ,002622.SZ,002622.SZ
600176.SH,601636.SH,002001.SZ,002001.SZ,600581.SH
600177.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600178.SH,002539.SZ,300218.SZ,300440.SZ,002606.SZ
600179.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600180.SH,000540.SZ,000540.SZ,000415.SZ,002219.SZ
600182.SH,300309.SZ,300309.SZ,300510.SZ,002716.SZ
600183.SH,600546.SH,600546.SH,600546.SH,600546.SH
600184.SH,600829.SH,600829.SH,000812.SZ,002270.SZ
600185.SH,600017.SH,600017.SH,000685.SZ,000685.SZ
600186.SH,000038.SZ,000038.SZ,000038.SZ,000038.SZ
600187.SH,002103.SZ,000564.SZ,000812.SZ,000812.SZ
600188.SH,601636.SH,600559.SH,600559.SH,600559.SH
600189.SH,600189.SH,600189.SH,600189.SH,600189.SH
600190.SH,601880.SH,002145.SZ,601208.SH,601208.SH
600191.SH,601999.SH,300163.SZ,002263.SZ,002263.SZ
600192.SH,002546.SZ,002546.SZ,002546.SZ,601616.SH
600193.SH,000812.SZ,000812.SZ,000812.SZ,002606.SZ
600195.SH,300202.SZ,300202.SZ,002398.SZ,002398.SZ
600196.SH,002294.SZ,603799.SH,300176.SZ,300176.SZ
600197.SH,600702.SH,002384.SZ,600388.SH,600388.SH
600198.SH,601555.SH,601555.SH,601555.SH,601555.SH
600199.SH,000420.SZ,000630.SZ,000630.SZ,601208.SH
600200.SH,000564.SZ,000564.SZ,002790.SZ,000971.SZ
600201.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600202.SH,600202.SH,600202.SH,600202.SH,600202.SH
600203.SH,002263.SZ,002263.SZ,002263.SZ,002263.SZ
600206.SH,002079.SZ,600410.SH,002547.SZ,002547.SZ
600207.SH,000038.SZ,600084.SH,600084.SH,600084.SH
600208.SH,000566.SZ,000913.SZ,000913.SZ,600227.SH
600209.SH,002739.SZ,002219.SZ,002739.SZ,002739.SZ
600210.SH,000540.SZ,000540.SZ,000816.SZ,000816.SZ
600211.SH,000939.SZ,000939.SZ,000939.SZ,000939.SZ
600212.SH,600212.SH,600212.SH,600212.SH,600212.SH
600213.SH,603309.SH,000668.SZ,000668.SZ,000668.SZ
600215.SH,600870.SH,600870.SH,600870.SH,000812.SZ
600216.SH,600146.SH,002001.SZ,002001.SZ,002001.SZ
600217.SH,000420.SZ,000420.SZ,000420.SZ,600610.SH
600218.SH,600975.SH,300033.SZ,002733.SZ,002243.SZ
600219.SH,000540.SZ,000540.SZ,002739.SZ,002739.SZ
600220.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600221.SH,000793.SZ,000793.SZ,002569.SZ,300032.SZ
600222.SH,600356.SH,600356.SH,600356.SH,002786.SZ
600223.SH,600819.SH,002331.SZ,002673.SZ,600053.SH
600225.SH,600225.SH,600225.SH,600225.SH,600225.SH
600226.SH,002434.SZ,002434.SZ,603729.SH,002625.SZ
600227.SH,600221.SH,600327.SH,002101.SZ,300032.SZ
600228.SH,002684.SZ,002684.SZ,002175.SZ,002175.SZ
600229.SH,600257.SH,002037.SZ,002037.SZ,002037.SZ
600230.SH,002460.SZ,002365.SZ,002365.SZ,002365.SZ
600231.SH,002128.SZ,002128.SZ,002128.SZ,002128.SZ
600232.SH,002473.SZ,002673.SZ,002673.SZ,002606.SZ
600233.SH,000909.SZ,000909.SZ,000909.SZ,002574.SZ
600234.SH,000506.SZ,000506.SZ,000506.SZ,300071.SZ
600235.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600236.SH,600680.SH,600680.SH,600680.SH,600680.SH
600237.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600238.SH,000686.SZ,600369.SH,600369.SH,600369.SH
600239.SH,000796.SZ,002055.SZ,002292.SZ,002070.SZ
600240.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600241.SH,600666.SH,600666.SH,600666.SH,600666.SH
600242.SH,600242.SH,600242.SH,600242.SH,600242.SH
600243.SH,000679.SZ,000679.SZ,000679.SZ,000679.SZ
600246.SH,600257.SH,600818.SH,000509.SZ,600257.SH
600247.SH,600666.SH,600666.SH,600666.SH,000812.SZ
600248.SH,000812.SZ,000812.SZ,000812.SZ,002667.SZ
600249.SH,000428.SZ,000428.SZ,002606.SZ,002606.SZ
600250.SH,002715.SZ,002739.SZ,002739.SZ,002739.SZ
600251.SH,300198.SZ,000751.SZ,002263.SZ,002263.SZ
600252.SH,600829.SH,600829.SH,300306.SZ,300071.SZ
600255.SH,600959.SH,300278.SZ,300278.SZ,300320.SZ
600256.SH,601857.SH,002252.SZ,002252.SZ,002252.SZ
600257.SH,000838.SZ,600680.SH,600680.SH,600680.SH
600258.SH,300409.SZ,300409.SZ,600165.SH,000426.SZ
600259.SH,000655.SZ,000783.SZ,300397.SZ,000783.SZ
600260.SH,002236.SZ,002236.SZ,002236.SZ,002236.SZ
600261.SH,002084.SZ,300163.SZ,300163.SZ,300163.SZ
600262.SH,600257.SH,600257.SH,600257.SH,600257.SH
600265.SH,600666.SH,600680.SH,600680.SH,600680.SH
600266.SH,601880.SH,600221.SH,600614.SH,600614.SH
600267.SH,600521.SH,600521.SH,600521.SH,000938.SZ
600268.SH,600680.SH,600680.SH,600680.SH,600680.SH
600269.SH,002145.SZ,002145.SZ,002145.SZ,002145.SZ
600271.SH,000636.SZ,000681.SZ,000681.SZ,000681.SZ
600272.SH,000428.SZ,000428.SZ,000428.SZ,002606.SZ
600273.SH,600131.SH,600131.SH,600776.SH,600776.SH
600275.SH,002606.SZ,002606.SZ,002606.SZ,002606.SZ
600276.SH,000418.SZ,000418.SZ,000418.SZ,000418.SZ
600277.SH,600401.SH,600401.SH,600401.SH,600401.SH
600278.SH,002381.SZ,601608.SH,601608.SH,000862.SZ
600279.SH,300185.SZ,002031.SZ,002031.SZ,000812.SZ
600280.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600281.SH,601798.SH,600610.SH,600610.SH,600469.SH
600282.SH,600569.SH,600559.SH,600559.SH,600490.SH
600283.SH,300572.SZ,300423.SZ,300059.SZ,002356.SZ
600284.SH,000156.SZ,000156.SZ,000156.SZ,000156.SZ
600285.SH,002263.SZ,000566.SZ,002219.SZ,002219.SZ
600287.SH,600610.SH,002673.SZ,002673.SZ,002673.SZ
600288.SH,300305.SZ,600073.SH,600073.SH,600073.SH
600289.SH,002676.SZ,002676.SZ,002676.SZ,002676.SZ
600290.SH,600682.SH,002739.SZ,002739.SZ,002739.SZ
600291.SH,600133.SH,600133.SH,600490.SH,600490.SH
600292.SH,600415.SH,600415.SH,600261.SH,002188.SZ
600293.SH,002619.SZ,002619.SZ,002076.SZ,002606.SZ
600295.SH,000933.SZ,600291.SH,600291.SH,600291.SH
600297.SH,300187.SZ,002499.SZ,002499.SZ,002005.SZ
600298.SH,600690.SH,000418.SZ,000786.SZ,000786.SZ
600299.SH,600401.SH,600401.SH,600401.SH,600401.SH
600300.SH,300163.SZ,300163.SZ,300163.SZ,600834.SH
600301.SH,601968.SH,601968.SH,002473.SZ,002473.SZ
600302.SH,000812.SZ,000812.SZ,002786.SZ,002786.SZ
600303.SH,600303.SH,600303.SH,600303.SH,600303.SH
600305.SH,603222.SH,603222.SH,603222.SH,603222.SH
600306.SH,000700.SZ,600289.SH,600289.SH,000038.SZ
600307.SH,600255.SH,300278.SZ,300278.SZ,300320.SZ
600308.SH,002092.SZ,002092.SZ,600121.SH,600291.SH
600309.SH,600779.SH,600779.SH,600779.SH,600779.SH
600310.SH,600571.SH,601999.SH,601999.SH,600605.SH
600311.SH,002263.SZ,002673.SZ,002673.SZ,600610.SH
600312.SH,002070.SZ,002070.SZ,000038.SZ,000038.SZ
600313.SH,000939.SZ,603028.SH,603028.SH,603028.SH
600315.SH,002677.SZ,300124.SZ,300124.SZ,600146.SH
600316.SH,600505.SH,600505.SH,600505.SH,600369.SH
600317.SH,601880.SH,000415.SZ,000415.SZ,000400.SZ
600318.SH,002619.SZ,002076.SZ,002606.SZ,002606.SZ
600319.SH,600319.SH,600319.SH,600319.SH,600319.SH
600320.SH,000566.SZ,000566.SZ,000566.SZ,002622.SZ
600321.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600322.SH,002252.SZ,000930.SZ,000930.SZ,000930.SZ
600323.SH,002439.SZ,002439.SZ,002439.SZ,002439.SZ
600325.SH,002060.SZ,603131.SH,300356.SZ,300194.SZ
600326.SH,600633.SH,000415.SZ,000415.SZ,600226.SH
600327.SH,600069.SH,600069.SH,300071.SZ,300071.SZ
600328.SH,002413.SZ,002413.SZ,002122.SZ,002545.SZ
600329.SH,002059.SZ,002059.SZ,002059.SZ,000564.SZ
600330.SH,002079.SZ,002122.SZ,002122.SZ,002122.SZ
600331.SH,600331.SH,600331.SH,600331.SH,600331.SH
600332.SH,300146.SZ,300146.SZ,300146.SZ,300146.SZ
600333.SH,600157.SH,600157.SH,600157.SH,600157.SH
600335.SH,300278.SZ,300278.SZ,300278.SZ,300278.SZ
600336.SH,000919.SZ,600571.SH,600571.SH,002786.SZ
600337.SH,002787.SZ,002787.SZ,002787.SZ,002076.SZ
600338.SH,002365.SZ,002365.SZ,600133.SH,600133.SH
600339.SH,002739.SZ,600226.SH,600226.SH,600226.SH
600340.SH,002146.SZ,600970.SH,002531.SZ,002427.SZ
600343.SH,600272.SH,000812.SZ,000812.SZ,000812.SZ
600345.SH,600779.SH,600809.SH,600809.SH,002439.SZ
600346.SH,600346.SH,600346.SH,600346.SH,600346.SH
600348.SH,000540.SZ,000426.SZ,002072.SZ,002072.SZ
600350.SH,600512.SH,600512.SH,600512.SH,600512.SH
600351.SH,002070.SZ,002070.SZ,300437.SZ,300423.SZ
600352.SH,603318.SH,600031.SH,600030.SH,600030.SH
600353.SH,300381.SZ,300381.SZ,300381.SZ,600605.SH
600354.SH,002263.SZ,002604.SZ,002263.SZ,002263.SZ
600355.SH,002122.SZ,002122.SZ,300038.SZ,300038.SZ
600356.SH,002070.SZ,002070.SZ,002786.SZ,002786.SZ
600358.SH,600590.SH,600590.SH,002312.SZ,000567.SZ
600359.SH,600610.SH,600610.SH,600610.SH,600610.SH
600360.SH,002263.SZ,002263.SZ,002263.SZ,002122.SZ
600361.SH,002283.SZ,600610.SH,600610.SH,000812.SZ
600362.SH,600497.SH,600497.SH,600497.SH,002426.SZ
600363.SH,600610.SH,600610.SH,600610.SH,600610.SH
600365.SH,002447.SZ,000812.SZ,002070.SZ,000812.SZ
600366.SH,000060.SZ,002604.SZ,002604.SZ,002604.SZ
600367.SH,600503.SH,300278.SZ,300278.SZ,300320.SZ
600368.SH,002604.SZ,002002.SZ,002002.SZ,002002.SZ
600369.SH,000686.SZ,000686.SZ,601928.SH,601928.SH
600370.SH,002473.SZ,002473.SZ,002473.SZ,002606.SZ
600371.SH,600610.SH,600610.SH,600610.SH,600610.SH
600372.SH,000547.SZ,000547.SZ,600680.SH,600680.SH
600373.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600375.SH,600369.SH,600356.SH,600356.SH,000785.SZ
600376.SH,000156.SZ,000156.SZ,000156.SZ,600105.SH
600377.SH,600548.SH,600548.SH,600548.SH,600548.SH
600378.SH,002548.SZ,300205.SZ,002548.SZ,000550.SZ
600379.SH,600318.SH,002606.SZ,002606.SZ,002606.SZ
600380.SH,000546.SZ,000546.SZ,000546.SZ,000546.SZ
600381.SH,000564.SZ,600200.SH,600200.SH,000564.SZ
600382.SH,002718.SZ,000564.SZ,000564.SZ,000564.SZ
600383.SH,002189.SZ,002189.SZ,002531.SZ,601628.SH
600385.SH,600084.SH,600084.SH,600084.SH,600084.SH
600386.SH,002606.SZ,002739.SZ,002739.SZ,002606.SZ
600387.SH,002739.SZ,000564.SZ,600226.SH,600226.SH
600388.SH,002451.SZ,002451.SZ,002451.SZ,002451.SZ
600389.SH,000977.SZ,000977.SZ,000977.SZ,000977.SZ
600390.SH,601208.SH,601208.SH,601208.SH,600820.SH
600391.SH,600343.SH,600343.SH,000812.SZ,000812.SZ
600392.SH,000933.SZ,000933.SZ,600133.SH,600133.SH
600393.SH,600318.SH,600318.SH,000428.SZ,002606.SZ
600395.SH,002263.SZ,000838.SZ,300320.SZ,300320.SZ
600396.SH,002344.SZ,601801.SH,601801.SH,000038.SZ
600397.SH,000707.SZ,000707.SZ,000707.SZ,002473.SZ
600398.SH,002293.SZ,000673.SZ,000673.SZ,000673.SZ
002811.SZ,600666.SH,600666.SH,600666.SH,600666.SH
002812.SZ,002451.SZ,600515.SH,600165.SH,300278.SZ
002813.SZ,002263.SZ,002082.SZ,300090.SZ,002082.SZ
002815.SZ,300004.SZ,000812.SZ,000812.SZ,002259.SZ
002816.SZ,002473.SZ,002473.SZ,601968.SH,300368.SZ
002817.SZ,600936.SH,000428.SZ,000428.SZ,000428.SZ
002818.SZ,002290.SZ,002290.SZ,002290.SZ,002290.SZ
002819.SZ,002143.SZ,300466.SZ,002076.SZ,002076.SZ
002820.SZ,002143.SZ,000812.SZ,000812.SZ,300148.SZ
002821.SZ,300339.SZ,300339.SZ,300369.SZ,300487.SZ
002822.SZ,300543.SZ,002606.SZ,002606.SZ,002606.SZ
002823.SZ,300466.SZ,002606.SZ,002765.SZ,600666.SH
002824.SZ,002824.SZ,002824.SZ,002824.SZ,002824.SZ
002825.SZ,000428.SZ,300440.SZ,300440.SZ,300440.SZ
002826.SZ,600084.SH,000564.SZ,600084.SH,600084.SH
002827.SZ,000564.SZ,000564.SZ,000038.SZ,000038.SZ
002828.SZ,002143.SZ,600084.SH,600084.SH,600084.SH
002829.SZ,002787.SZ,002787.SZ,002787.SZ,002349.SZ
002830.SZ,600666.SH,600666.SH,600666.SH,600666.SH
002831.SZ,600891.SH,600891.SH,600891.SH,600891.SH
002832.SZ,002042.SZ,000793.SZ,000793.SZ,300346.SZ
002833.SZ,300467.SZ,600559.SH,600515.SH,600515.SH
002835.SZ,300543.SZ,002606.SZ,002606.SZ,002606.SZ
002836.SZ,002606.SZ,002606.SZ,300440.SZ,300440.SZ
002837.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
002838.SZ,002838.SZ,002838.SZ,002838.SZ,002838.SZ
002839.SZ,002839.SZ,002839.SZ,002839.SZ,002839.SZ
002840.SZ,002840.SZ,002840.SZ,002840.SZ,002840.SZ
002841.SZ,002841.SZ,002841.SZ,002841.SZ,002841.SZ
002842.SZ,002842.SZ,002842.SZ,002842.SZ,002842.SZ
002843.SZ,002843.SZ,002843.SZ,002843.SZ,002843.SZ
002845.SZ,002845.SZ,002845.SZ,002845.SZ,002845.SZ
002846.SZ,002846.SZ,002846.SZ,002846.SZ,002846.SZ
002847.SZ,002847.SZ,002847.SZ,002847.SZ,002847.SZ
002848.SZ,002848.SZ,002848.SZ,002848.SZ,002848.SZ
002849.SZ,002849.SZ,002849.SZ,002849.SZ,002849.SZ
002850.SZ,002850.SZ,002850.SZ,002850.SZ,002850.SZ
002851.SZ,002851.SZ,002851.SZ,002851.SZ,002851.SZ
002852.SZ,002852.SZ,002852.SZ,002852.SZ,002852.SZ
002853.SZ,002853.SZ,002853.SZ,002853.SZ,002853.SZ
002855.SZ,002855.SZ,002855.SZ,002855.SZ,002855.SZ
002856.SZ,002856.SZ,002856.SZ,002856.SZ,002856.SZ
002857.SZ,002857.SZ,002857.SZ,002857.SZ,002857.SZ
002858.SZ,002858.SZ,002858.SZ,002858.SZ,002858.SZ
002859.SZ,002859.SZ,002859.SZ,002859.SZ,002859.SZ
002860.SZ,002860.SZ,002860.SZ,002860.SZ,002860.SZ
002861.SZ,002861.SZ,002861.SZ,002861.SZ,002861.SZ
002862.SZ,002862.SZ,002862.SZ,002862.SZ,002862.SZ
002863.SZ,002863.SZ,002863.SZ,002863.SZ,002863.SZ
002864.SZ,002864.SZ,002864.SZ,002864.SZ,002864.SZ
002865.SZ,002865.SZ,002865.SZ,002865.SZ,002865.SZ
